Sat.ElapsedSecs           Sat.Earth.RMAG            Sat.Earth.Latitude        Sat.Earth.Longitude       Sat.VX                    Sat.VY                    Sat.VZ                    
28538.00229731714         13837.34778762591         -24.09762487047114        14.87247775037277         5.302811727005026         -0.1720363379421755       -0.07745156174330242      
28812.19027745537         13091.60631597583         -25.49064183048547        19.60643114324298         5.596671166888504         0.2902173090887736        0.1744058935357365        
29063.75464231241         12373.03321695768         -26.67123532594619        24.71819017208385         5.844171540526217         0.7881666520343726        0.4455257665274759        
29294.76595844608         11687.2770368879          -27.60307995875908        30.21025532081049         6.039145996395693         1.320294722150661         0.7350693813607684        
29507.20468402142         11038.74644166851         -28.24622040463114        36.0744281335204          6.174731038710654         1.884180225532077         1.04170463230034          
29702.65072962502         10431.751219708           -28.55857835968482        42.27955707552107         6.243453472840193         2.475283283733274         1.362946260494463         
29881.92158918828         9871.79919913704          -28.50220026131174        48.75014290830249         6.238194849583918         3.084844088733452         1.694016478126407         
30045.31714729965         9364.750531191528         -28.0557952816562         55.36312531113733         6.154432720656587         3.699519154010186         2.027652764044173         
30193.64226342877         8913.330296049446         -27.22187426404854        61.99238414313508         5.991603308266159         4.305426154952654         2.356308186211821         
30328.7195592653          8515.583915225294         -26.01828908447249        68.55753963889117         5.751579259582783         4.892358363219055         2.674436467765536         
30452.8944169404          8166.949441281001         -24.46587989549423        75.02751109809495         5.436432920096678         5.453671111666634         2.978424334376212         
30568.49046628922         7862.541111895839         -22.5823171019428         81.40333293986311         5.047404784243376         5.984316830708179         3.265521255876596         
30677.56904445123         7598.317944010681         -20.38124165408488        87.70331959555764         4.584907774669186         6.479195169017222         3.532942997363186         
30781.91556720994         7371.414685814744         -17.87318541842776        93.95611979872012         4.048891780464451         6.932267754077539         3.777391486088328         
30883.24371215422         7179.93260635882          -15.06282699465998        100.2069698173687         3.438418807150032         7.336606739466292         3.995079438642719         
30983.31303584855         7023.107625430388         -11.94718458262673        106.5205505005793         2.751396800468487         7.683794191527253         4.181402551288448         
31079.91296639666         6905.895570571119         -8.660652991131814        112.7175096181309         2.017304444479897         7.953046714593658         4.325145351332743         
31173.19029659266         6827.472773855597         -5.284290509899761        118.7703021245448         1.255618350938412         8.137620050926163         4.422695290237986         
31263.93523758743         6785.914784441992         -1.87555974091202         124.7008610817544         0.4815025169452983        8.236072148964377         4.473313771357088         
31353.0912966351          6779.493950767366         1.51998554655364          130.5473235998107         -0.2921346281102745       8.249411167744601         4.477592968344394         
31441.65553066414         6807.047574174539         4.864622867809925         136.3545472409273         -1.054122877209852        8.180001463619877         4.436862402850448         
31530.62919845106         6868.098857004382         8.124395284122388         142.1678868772838         -1.794408899467195        8.031016937687886         4.35289329405842          
31621.03167657042         6962.875553725035         11.26701626117938         148.0311754068929         -2.503811758334876        7.806202918789446         4.22776910077917          
31713.87255488662         7092.227688228736         14.25861102634577         153.9818954915953         -3.173469864662587        7.509951918202757         4.063927918612648         
31810.16273115529         7257.505415995639         17.06283819118894         160.0487405828844         -3.794793882493039        7.147490658217564         3.864263287948702         
31862.25179055473         7358.842819905947         18.4423045460134          163.2751096014285         -4.097809986212446        6.933544950159008         3.746670946540166         
31894.92961949436         7426.33373340235          19.25681058011555         165.2762970354989         -4.275845307998503        6.794370790460479         3.670255508224812         
31929.72395023098         7501.313995355767         20.08055706976352         167.3861067986799         -4.455210582148105        6.642747897692849         3.587066707053826         
32000.00000016298         7661.836324722152         21.60757630210071         171.5757335820113         -4.785824358050571        6.32829124985758          3.414715936055883         
